,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Manufacturer,Price_km
5778,Nissan Terrano XL D Option,Kochi,2015,58817,Diesel,Manual,First,19.87,1461.0,83.14,5.0,6.25,Nissan,1238.4971
5779,Volkswagen Vento Konekt Diesel Highline,Chennai,2013,55000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,6.1,Volkswagen,1280.2582
5780,Hyundai i10 Sportz,Mumbai,2011,39000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.6,Hyundai,1417.6668
5781,Lamborghini Gallardo Coupe,Delhi,2011,6500,Petrol,Automatic,Third,6.4,5204.0,560.0,2.0,120.0,Lamborghini,445.632
5782,Jaguar XF 3.0 Litre S Premium Luxury,Hyderabad,2012,35000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,29.0,Jaguar,918.7442
5783,Maruti Swift Dzire VXi,Pune,2010,49900,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,3.3,Maruti,1218.5249999999999
5784,Tata Indica Vista Quadrajet VX,Hyderabad,2013,99500,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,3.05,Tata,1389.959
5785,Hyundai i20 Asta 1.4 CRDi,Kolkata,2012,33249,Diesel,Manual,First,21.27,1396.0,88.76,5.0,3.25,Hyundai,1325.7591
5786,Hyundai Xcent 1.2 Kappa S Option,Delhi,2014,52000,Petrol,Manual,First,19.1,1197.0,81.86,5.0,3.75,Hyundai,1329.933
5787,Toyota Innova 2.5 VX (Diesel) 7 Seater,Mumbai,2015,45000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,13.25,Toyota,809.6667
5788,Tata Tiago 1.2 Revotron XZ,Hyderabad,2017,22000,Petrol,Manual,First,23.84,1199.0,84.0,5.0,4.8,Tata,1659.9792
5789,Renault KWID RXL,Kochi,2019,7858,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.8,Renault,1752.5871
5790,Toyota Innova 2.5 V Diesel 7-seater,Pune,2011,112000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,8.5,Toyota,797.8240000000001
5791,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2016,41082,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,38.76,Mercedes-Benz,810.29
5792,Honda City 1.5 S AT,Ahmedabad,2009,72000,Petrol,Automatic,First,16.8,1497.0,116.4,5.0,3.2,Honda,1169.7839999999999
5793,Hyundai i10 Sportz 1.2,Hyderabad,2011,84912,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.5,Hyundai,1417.6668
5794,Hyundai Creta 1.6 CRDi SX Option,Pune,2015,70000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.25,Hyundai,1226.0311000000002
5795,Honda Amaze VX Petrol,Mumbai,2014,21000,Petrol,Manual,First,19.5,1199.0,86.76,5.0,4.75,Honda,1357.7849999999999
5796,Volkswagen Polo 1.2 MPI Trendline,Delhi,2016,27000,Petrol,Manual,First,18.78,999.0,74.0,5.0,4.5,Volkswagen,1307.6514
5797,Hyundai i10 Magna 1.2,Kolkata,2012,29000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.35,Hyundai,1417.6668
5798,Renault Pulse RxL,Hyderabad,2014,48425,Diesel,Manual,First,23.08,1461.0,63.12,5.0,3.4,Renault,1438.5764
5799,Volkswagen Vento 1.5 TDI Highline AT,Pune,2016,19000,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,10.0,Volkswagen,1340.095
5800,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Hyderabad,2012,210000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,9.0,Toyota,809.6667
5801,Toyota Corolla Altis G,Delhi,2013,64000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,5.2,Toyota,1011.7238999999998
5802,Hyundai Verna CRDi,Chennai,2006,200000,Diesel,Manual,Second,16.8,1493.0,110.0,5.0,1.85,Hyundai,1047.144
5803,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Chennai,2013,100000,Diesel,Automatic,Second,11.3,2987.0,254.8,7.0,38.0,Mercedes-Benz,704.3290000000001
5804,Renault Duster 85PS Diesel RxL Optional,Kochi,2013,69140,Diesel,Manual,First,20.46,1461.0,83.8,5.0,5.11,Renault,1275.2718
5805,Skoda Rapid 1.6 MPI Ambition,Coimbatore,2019,21214,Petrol,Manual,First,15.41,1598.0,103.52,5.0,9.66,Skoda,1072.9983
5806,Hyundai i10 Sportz 1.2,Kolkata,2015,28000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.4,Hyundai,1417.6668
5807,Mahindra KUV 100 mFALCON G80 K8,Kochi,2017,29085,Petrol,Manual,First,18.15,1198.0,82.0,6.0,5.84,Mahindra,1263.7844999999998
5808,Maruti Celerio VXI AMT,Kolkata,2016,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.8,Maruti,1608.453
5809,Maruti A-Star AT VXI,Mumbai,2012,32910,Petrol,Automatic,First,16.98,998.0,66.1,5.0,2.5,Maruti,1182.3174
5810,Honda City i DTEC VX,Kolkata,2015,30000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,6.95,Honda,1564.483
5811,Skoda Superb 1.8 TSI,Pune,2010,35102,Petrol,Automatic,First,12.6,1798.0,161.6,5.0,5.5,Skoda,877.338
5812,Hyundai Grand i10 Sportz,Coimbatore,2017,22831,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6.19,Hyundai,1316.0069999999998
5813,Renault Duster 85PS Diesel RxL,Hyderabad,2013,74911,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6.0,Renault,1274.6485
5814,Hyundai Grand i10 Magna,Pune,2015,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75,Hyundai,1316.0069999999998
5815,Ford EcoSport 1.5 TDCi Titanium,Kochi,2018,37160,Diesel,Manual,First,22.77,1498.0,98.59,5.0,9.46,Ford,1419.2540999999999
5816,Nissan Sunny 2011-2014 XL,Jaipur,2011,41000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,3.0,Nissan,1180.2285
5817,Ford Figo Aspire 1.5 TDCi Titanium,Chennai,2016,37294,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.75,Ford,1609.9839
5818,Honda Civic 2006-2010 1.8 V MT,Coimbatore,2009,56927,Petrol,Manual,First,13.5,1799.0,130.0,5.0,4.41,Honda,940.0049999999999
5819,Renault KWID RXT Optional,Kochi,2017,21954,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.7,Renault,1752.5871
5820,Honda Brio EX MT,Kolkata,2014,50000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,2.5,Honda,1350.822
5821,Maruti Swift ZXI ABS,Coimbatore,2012,78212,Petrol,Manual,First,16.1,1298.0,88.2,5.0,5.35,Maruti,1121.0430000000001
5822,Hyundai i20 Magna Optional 1.4 CRDi,Delhi,2013,64500,Diesel,Manual,First,21.9,1396.0,88.8,5.0,3.65,Hyundai,1365.0269999999998
5823,Skoda Superb Elegance 2.0 TDI CR AT,Delhi,2014,51000,Diesel,Automatic,First,17.2,1968.0,138.03,5.0,13.0,Skoda,1072.076
5824,Maruti Wagon R LXI BSII,Delhi,2012,52000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.45,Maruti,1316.0069999999998
5825,Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2015,120000,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,5.75,Volkswagen,1322.0193
5826,Honda City i DTEC S,Coimbatore,2017,65792,Diesel,Manual,First,26.0,1498.0,98.6,5.0,8.11,Honda,1620.58
5827,Hyundai i20 1.4 Sportz,Ahmedabad,2018,30000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.75,Hyundai,1404.9181999999998
5828,Nissan Micra XV CVT,Coimbatore,2017,54387,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,5.85,Nissan,1333.4144999999999
5829,Renault KWID RXT Optional,Mumbai,2018,1617,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.29,Renault,1752.5871
5830,Honda City i-DTEC SV,Hyderabad,2015,82000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,8.0,Honda,1595.6480000000001
5831,Toyota Innova Crysta 2.4 G MT 8S,Mumbai,2017,20000,Diesel,Manual,First,13.68,2393.0,147.8,8.0,16.5,Toyota,852.6744
5832,Maruti Baleno Alpha 1.3,Jaipur,2015,98000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,5.5,Maruti,1707.2187
5833,Ford EcoSport 1.5 TDCi Trend,Delhi,2015,57000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,6.35,Ford,1419.2540999999999
5834,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2013,250000,Diesel,Manual,Second,12.99,2494.0,100.6,8.0,7.9,Toyota,809.6667
5835,Ford Ecosport 1.5 DV5 MT Ambiente,Hyderabad,2014,56549,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.2,Ford,1414.8909999999998
5836,Volkswagen Polo Diesel Comfortline 1.2L,Bangalore,2012,78500,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.65,Volkswagen,1375.6231
5837,Hyundai i20 Sportz 1.4 CRDi,Kochi,2016,55036,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.35,Hyundai,1404.9181999999998
5838,Renault Duster 85PS Diesel RxL Explore,Pune,2016,55000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,7.8,Renault,1238.4971
5839,Ford Ikon 1.3 Flair,Chennai,2007,90000,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,1.4,Ford,960.894
5840,Ford Endeavour XLT TDCi 4X2,Chennai,2007,155000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,5.5,Ford,816.5229999999999
5841,Maruti Baleno Delta 1.3,Hyderabad,2018,17810,Diesel,Manual,First,27.39,1248.0,74.0,5.0,8.5,Maruti,1707.2187
5842,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Kochi,2011,42408,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,10.48,Mercedes-Benz,924.9771999999999
5843,Maruti Esteem Vxi - BSIII,Ahmedabad,2005,81000,Petrol,Manual,Second,15.9,1298.0,85.0,5.0,0.75,Maruti,1107.117
5844,Tata Indigo XL Grand Petrol,Pune,2008,52000,Petrol,Manual,Second,12.85,1396.0,99.6,5.0,1.3,Tata,894.7454999999999
5845,BMW 5 Series 525d Sedan,Mumbai,2013,35000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,21.0,BMW,1042.7809
5846,Hyundai Santro Xing GL Plus,Delhi,2013,60000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3,Hyundai,1247.7696
5847,Skoda Octavia 2.0 TDI AT Style Plus,Mumbai,2015,27000,Diesel,Automatic,First,19.5,1968.0,141.0,5.0,14.95,Skoda,1215.435
5848,Audi A6 2011-2015 35 TDI Technology,Coimbatore,2017,55975,Diesel,Automatic,Second,17.68,1968.0,174.33,5.0,35.92,Audi,1101.9944
5849,Ford Figo 1.5D Trend MT,Pune,2016,115000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,4.5,Ford,1609.9839
5850,Mahindra Xylo D4 BS III,Hyderabad,2016,132000,Diesel,Manual,First,14.95,2489.0,93.7,7.0,5.5,Mahindra,931.8335
5851,Maruti Celerio ZXI AT,Mumbai,2015,40337,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.45,Maruti,1608.453
5852,Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2008,192000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,6.85,Toyota,797.8240000000001
5853,Hyundai Grand i10 CRDi Asta,Bangalore,2016,50000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5,Hyundai,1495.92
5854,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2016,28147,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.07,Hyundai,1316.0069999999998
5855,Hyundai Grand i10 Sportz,Mumbai,2015,20000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.85,Hyundai,1316.0069999999998
5856,Hyundai Elite i20 Petrol Asta,Chennai,2016,11000,Petrol,Manual,First,18.6,1197.0,81.86,5.0,7.95,Hyundai,1295.118
5857,Maruti Zen Estilo LXI BSIII,Jaipur,2009,63000,Petrol,Manual,Second,18.2,998.0,67.1,5.0,1.25,Maruti,1267.2659999999998
5858,Maruti Alto K10 2010-2014 VXI,Kochi,2014,36967,Petrol,Manual,First,20.92,998.0,67.1,5.0,3.64,Maruti,1456.6596
5859,Toyota Fortuner 4x2 Manual,Jaipur,2016,73053,Diesel,Manual,First,13.0,2982.0,168.5,7.0,20.0,Toyota,810.29
5860,Mahindra Thar CRDe AC,Coimbatore,2019,16392,Diesel,Manual,First,16.55,2498.0,105.0,6.0,10.36,Mahindra,1031.5615
5861,Hyundai Santro Xing XO,Chennai,2007,79000,Petrol,Manual,First,17.0,1086.0,,5.0,1.85,Hyundai,1183.71
5862,Toyota Etios G,Jaipur,2013,67000,Petrol,Manual,Second,16.78,1496.0,88.73,5.0,4.05,Toyota,1168.3914
5863,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Mumbai,2015,48600,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,48.5,Mercedes-Benz,747.96
5864,Renault Duster 110PS Diesel RxZ,Bangalore,2014,70000,Diesel,Manual,First,19.6,1461.0,108.45,5.0,8.25,Renault,1221.6680000000001
5865,Maruti Swift VDI,Pune,2014,84000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.25,Maruti,1427.357
5866,Volkswagen Vento Magnific 1.6 Comfortline,Mumbai,2013,49106,Petrol,Manual,First,15.04,1598.0,103.2,5.0,4.4,Volkswagen,1047.2351999999998
5867,Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,35000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,25.75,Skoda,1133.7827
5868,BMW 3 Series 330d Convertible,Kochi,2014,51240,Diesel,Automatic,First,8.2,2993.0,245.0,4.0,29.52,BMW,511.10599999999994
5869,Maruti Wagon R VXI BS IV,Kolkata,2011,37000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,2.1,Maruti,1316.0069999999998
5870,Renault KWID RXT,Kochi,2017,32587,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.71,Renault,1752.5871
5871,Ford Endeavour 4x2 XLT Limited Edition,Pune,2009,180000,Diesel,Manual,First,10.9,2499.0,143.0,7.0,7.5,Ford,679.397
5872,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,21248,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.44,Maruti,1514.619
5873,Hyundai Santro Xing XO eRLX Euro II,Pune,2006,47200,Petrol,Manual,Second,17.0,1086.0,,5.0,1.2,Hyundai,1183.71
5874,Mercedes-Benz E-Class 200 Kompressor Elegance,Delhi,2014,40000,Petrol,Automatic,First,10.5,1796.0,157.7,5.0,24.0,Mercedes-Benz,731.115
5875,Mercedes-Benz C-Class Progressive C 220d,Ahmedabad,2019,4000,Diesel,Automatic,First,0.0,1950.0,194.0,5.0,35.0,Mercedes-Benz,0.0
5876,Maruti Ertiga VXI CNG,Mumbai,2017,23700,CNG,Manual,First,17.5,1373.0,80.46,7.0,8.25,Maruti,735.0
5877,Audi A4 2.0 TDI Celebration Edition,Delhi,2011,57000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,9.75,Audi,1031.5615
5878,Hyundai Grand i10 Asta,Kolkata,2014,37000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.45,Hyundai,1316.0069999999998
5879,Mitsubishi Pajero Sport 4X4,Jaipur,2014,70000,Diesel,Manual,Second,13.5,2477.0,175.56,7.0,11.85,Mitsubishi,841.4549999999999
5880,Mercedes-Benz New C-Class C 250 CDI Avantgarde,Coimbatore,2012,92469,Diesel,Automatic,Second,19.71,2143.0,201.15,5.0,16.14,Mercedes-Benz,1228.5243
5881,Maruti Wagon R LXI CNG,Pune,2015,55000,CNG,Manual,First,26.6,998.0,58.16,5.0,3.7,Maruti,1117.2
5882,Maruti Alto K10 VXI AGS,Ahmedabad,2017,20000,Petrol,Automatic,First,24.07,998.0,67.1,5.0,4.0,Maruti,1675.9941
5883,Hyundai i20 Sportz 1.2,Delhi,2015,42000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,5.8,Hyundai,1295.118
5884,Maruti Swift Dzire VDI,Kolkata,2014,28000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.65,Maruti,1458.522
5885,Mercedes-Benz R-Class R350 4Matic Long,Pune,2010,93000,Petrol,Automatic,Second,11.8,3498.0,272.0,7.0,15.0,Mercedes-Benz,821.634
5886,Ford EcoSport 1.5 Ti VCT AT Titanium,Mumbai,2015,23000,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,6.8,Ford,1088.3169
5887,Honda City i DTEC VX Option,Bangalore,2016,36000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,10.25,Honda,1564.483
5888,Maruti Alto K10 2010-2014 VXI,Chennai,2014,52000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.7,Maruti,1456.6596
5889,Maruti Ertiga ZDI,Hyderabad,2015,59245,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8.5,Maruti,1294.5941
5890,Hyundai i20 Diesel Asta Option,Pune,2018,31000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.75,Hyundai,1404.9181999999998
5891,Tata Indigo CS eGLX BS IV,Pune,2015,83000,Petrol,Manual,First,15.64,1193.0,64.08,5.0,2.7,Tata,1089.0131999999999
5892,Maruti Alto Std,Hyderabad,2004,81500,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.3,Maruti,1371.7109999999998
5893,Maruti Estilo LXI,Chennai,2008,51000,Petrol,Manual,Second,19.5,1061.0,,,1.75,Maruti,1357.7849999999999
5894,Hyundai Creta 1.6 SX,Hyderabad,2018,9900,Petrol,Manual,First,15.8,1591.0,121.3,5.0,13.2,Hyundai,1100.154
5895,Maruti Wagon R LX,Pune,2004,94000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.0,Maruti,1316.0069999999998
5896,Toyota Etios V,Kochi,2017,27100,Petrol,Manual,First,16.78,1496.0,88.73,5.0,6.37,Toyota,1168.3914
5897,Toyota Etios V,Kolkata,2015,12000,Petrol,Manual,First,16.78,1496.0,88.73,5.0,4.5,Toyota,1168.3914
5898,Renault Duster 110PS Diesel RXZ Optional with Nav,Mumbai,2013,29000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.5,Renault,1184.8933
5899,Maruti Swift Dzire Vdi BSIV,Mumbai,2013,65000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,4.99,Maruti,1202.969
5900,Mercedes-Benz GLC 220,Coimbatore,2017,50794,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,43.3,Mercedes-Benz,1115.7069999999999
5901,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,59000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.5,Ford,1414.8909999999998
5902,Maruti Wagon R LXI CNG,Mumbai,2012,72000,CNG,Manual,First,26.2,998.0,58.2,5.0,2.25,Maruti,1100.3999999999999
5903,Maruti Ciaz 1.4 AT Alpha,Hyderabad,2017,15234,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,9.95,Maruti,1331.3256
5904,Ford Ecosport 1.5 DV5 MT Titanium,Mumbai,2015,44000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.35,Ford,1414.8909999999998
5905,Tata Zest Quadrajet 1.3 75PS XE,Hyderabad,2016,125000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,4.6,Tata,1430.4734999999998
5906,Ford Endeavour 3.0L 4X4 AT,Chennai,2011,100000,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,8.5,Ford,710.562
5907,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,34686,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,11.86,Renault,1221.6680000000001
5908,Nissan X-Trail SLX MT,Pune,2011,98000,Diesel,Manual,First,14.42,1995.0,147.6,5.0,8.0,Nissan,898.7986
5909,Toyota Fortuner 4x4 AT,Delhi,2015,90000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,21.5,Toyota,782.2415
5910,Chevrolet Aveo U-VA 1.2 LS,Pune,2007,81000,Petrol,Manual,First,15.26,1150.0,74.9,5.0,1.3,Chevrolet,1062.5538
5911,Skoda Rapid 1.6 TDI Ambition,Chennai,2012,55000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,5.9,Skoda,1277.7649999999999
5912,Mahindra XUV500 W8 4WD,Bangalore,2013,52910,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,9.5,Mahindra,941.183
5913,Maruti Swift Dzire ZDi,Chennai,2010,100000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.5,Maruti,1202.969
5914,Skoda Octavia Elegance 1.9 TDI,Hyderabad,2003,132000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,2.25,Skoda,1165.571
5915,Chevrolet Enjoy Petrol LS 7 Seater,Mumbai,2014,18000,Petrol,Manual,First,13.7,1399.0,98.82,7.0,3.35,Chevrolet,953.9309999999999
5916,Hyundai Accent GLE,Kolkata,2005,50000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.7,Hyundai,919.1159999999999
5917,Mercedes-Benz New C-Class C 200 CGI,Bangalore,2012,33000,Petrol,Automatic,First,14.74,1991.0,184.0,5.0,16.0,Mercedes-Benz,1026.3462
5918,Renault Duster 85PS Diesel RxE,Pune,2014,30000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,8.0,Renault,1274.6485
5919,Jaguar F Type 5.0 V8 S,Hyderabad,2015,8000,Petrol,Automatic,First,12.5,5000.0,488.1,2.0,100.0,Jaguar,870.375
5920,Hyundai Verna 1.6 SX,Kochi,2012,58646,Diesel,Manual,First,22.32,1582.0,126.32,5.0,4.74,Hyundai,1391.2056
5921,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,2016,21000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,36.0,Mercedes-Benz,810.29
5922,Volkswagen Vento Petrol Highline,Kochi,2015,57026,Petrol,Manual,First,15.04,1598.0,103.6,5.0,5.54,Volkswagen,1047.2351999999998
5923,Skoda Superb Style 2.0 TDI AT,Mumbai,2017,42000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,22.99,Skoda,1133.7827
5924,Mahindra Scorpio 1.99 S4 Plus,Kochi,2017,26741,Diesel,Manual,First,15.4,1997.0,120.0,7.0,10.08,Mahindra,959.882
5925,Skoda Laura Classic 1.8 TSI,Pune,2010,85000,Petrol,Manual,First,17.5,1798.0,,5.0,2.85,Skoda,1218.5249999999999
5926,Maruti 800 DX BSII,Pune,2000,78000,Petrol,Manual,First,16.1,796.0,37.0,4.0,0.55,Maruti,1121.0430000000001
5927,Audi Q5 3.0 TDI Quattro Technology,Coimbatore,2018,29091,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,45.52,Audi,824.0026
5928,Mahindra NuvoSport N6,Coimbatore,2018,37323,Diesel,Manual,Second,17.45,1493.0,100.0,7.0,7.29,Mahindra,1087.6585
5929,Volkswagen Vento Diesel Highline,Chennai,2011,55595,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,4.3,Volkswagen,1280.2582
5930,Maruti Swift Dzire VXI Optional,Chennai,2015,49900,Petrol,Manual,First,20.85,1197.0,83.14,5.0,4.8,Maruti,1451.7855
5931,Maruti Ertiga VXI,Mumbai,2012,52500,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,5.25,Maruti,1115.4725999999998
5932,Maruti Alto 800 2016-2019 LXI,Chennai,2016,5700,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.8,Maruti,1719.8609999999999
5933,Hyundai i20 Magna 1.4 CRDi (Diesel),Kochi,2014,53340,Diesel,Manual,First,21.9,1396.0,88.76,5.0,4.35,Hyundai,1365.0269999999998
5934,Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2014,57000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.49,Ford,1414.8909999999998
5935,Maruti Alto K10 LXI CNG,Pune,2015,59525,CNG,Manual,Second,32.26,998.0,58.2,4.0,3.1,Maruti,1354.9199999999998
5936,Volkswagen Vento 1.5 TDI Highline,Bangalore,2014,58000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,6.5,Volkswagen,1267.7921999999999
5937,Mahindra Scorpio VLX 2WD Airbag BSIII,Bangalore,2011,73000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.4,Mahindra,751.0765
5938,Ford Figo Aspire 1.5 TDCi Titanium Plus,Kochi,2016,33554,Diesel,Manual,First,25.83,1498.0,99.0,5.0,6.22,Ford,1609.9839
5939,Toyota Innova 2.5 G (Diesel) 8 Seater,Mumbai,2012,106000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,8.4,Toyota,809.6667
5940,Maruti Dzire LDI,Pune,2018,27000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,5.9,Maruti,1770.1719999999998
5941,Renault KWID RXL,Pune,2018,1000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.4,Renault,1752.5871
5942,Ford Endeavour 2.5L 4X2 MT,Jaipur,2011,119000,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,6.5,Ford,816.5229999999999
5943,Mahindra Jeep MM 540 DP,Chennai,2002,75000,Diesel,Manual,First,0.0,2112.0,,6.0,1.7,Mahindra,0.0
5944,Ford EcoSport 1.0 Ecoboost Titanium Plus,Delhi,2015,64000,Petrol,Manual,First,18.88,999.0,123.24,5.0,6.0,Ford,1314.6144
5945,Hyundai Creta 1.6 CRDi SX,Hyderabad,2016,63738,Diesel,Manual,First,19.67,1582.0,126.2,5.0,11.9,Hyundai,1226.0311000000002
5946,BMW 5 Series 2013-2017 530d M Sport,Bangalore,2016,16000,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,48.0,BMW,915.6276999999999
5947,Maruti Ertiga VXI AT Petrol,Mumbai,2017,28000,Petrol,Automatic,First,18.69,1462.0,103.0,7.0,8.0,Maruti,1301.3847
5948,Skoda Laura L and K AT,Hyderabad,2007,91000,Diesel,Automatic,Second,15.6,1896.0,106.0,5.0,2.45,Skoda,972.348
5949,Chevrolet Beat LS,Kolkata,2013,25000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1.75,Chevrolet,1295.118
5950,Audi Q3 2.0 TDI,Bangalore,2014,65630,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,21.75,Audi,980.4509
5951,Honda City 1.5 V MT,Pune,2014,48094,Petrol,Manual,First,17.0,1497.0,118.0,5.0,7.25,Honda,1183.71
5952,Maruti Swift Lxi BSIII,Pune,2009,90456,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,3.0,Maruti,1121.0430000000001
5953,Ford Figo Diesel EXI,Jaipur,2012,140000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.51,Ford,1246.6
5954,Toyota Fortuner 4x4 AT,Chennai,2015,95000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,19.6,Toyota,782.2415
5955,Mercedes-Benz New C-Class 200 CDI Classic,Pune,2013,79000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,15.5,Mercedes-Benz,984.814
5956,Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2012,96000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,11.5,Toyota,809.6667
